Grupo de anuncios;Audiencia: Edad;Audiencia: País;Audiencia: Tipo de dispositivo;Audiencia: Género;Campaña: Tipo de canal publicitario;Campaña: Nombre de campaña;? Conversiones: Valor total de conversiones;Conversiones: Categoría de acción de conversión;Conversiones: Nombre de acción de conversión;? Conversiones: Valor de conversiones;? Coste: Importe gastado;Dimensión: Fecha;Dimensión: Fuente;? Rendimiento: Total de conversiones;? Rendimiento: Clics;? Rendimiento: Conversiones;? Rendimiento: Impresiones;? Vídeo: Visualizaciones;CPC Coste por clic;CPV Coste por visualización
Segmento Interesados;35-44;Argentina;Ordenador;Masculino;Video;Promo Verano;2295.07;Formulario;Suscripción Newsletter;989.3;466.06;2023-06-23;Facebook;74;29590;95;247036;12100;0.0158;0.0385
Clientes Frecuentes;25-34;México;Móvil;Otro;Social;Promo Verano;1684.71;Descarga;Compra Online;1285.15;418.83;2023-04-17;Instagram;100;24682;125;353671;16679;0.017;0.0251
Clientes Frecuentes;35-44;México;Tablet;Masculino;Display;Black Friday;2756.82;Descarga;Descarga App;1142.17;600.24;2023-05-08;Google;125;38026;130;337437;14941;0.0158;0.0402
Segmento Interesados;25-34;México;Ordenador;Otro;Display;Reactivación;1603.56;Formulario;Suscripción Newsletter;1203.58;573.31;2023-12-15;Facebook;123;34720;64;150400;12625;0.0165;0.0454
Segmento Interesados;35-44;Argentina;Móvil;Masculino;Display;Nuevos Clientes;1537.25;Formulario;Descarga App;738.13;584.46;2023-01-17;Instagram;124;27243;77;193824;15662;0.0215;0.0373
Clientes Frecuentes;18-24;Colombia;Tablet;Otro;Social;Reactivación;1632.12;Formulario;Compra Online;1322.12;636.85;2023-06-24;Google;157;26688;99;264462;14528;0.0239;0.0438
Leads Potenciales;45-54;España;Tablet;Masculino;Social;Reactivación;2391.17;Formulario;Suscripción Newsletter;1398.82;616.53;2023-09-25;Instagram;124;27492;59;330738;14372;0.0224;0.0429
Campaña de Remarketing;25-34;Colombia;Ordenador;Masculino;Búsqueda;Black Friday;1734.27;Registro;Compra Online;959.8;377.28;2023-01-08;Google;132;41770;98;372897;13194;0.009;0.0286
Segmento Interesados;45-54;Argentina;Ordenador;Femenino;Social;Promo Verano;2293.99;Descarga;Formulario Contacto;1047.51;678.08;2023-11-22;Google;157;34053;60;177514;13796;0.0199;0.0492
Segmento Interesados;45-54;México;Ordenador;Otro;Display;Black Friday;1536.14;Descarga;Suscripción Newsletter;1047.42;564.16;2023-11-12;Google;79;34124;119;181581;15824;0.0165;0.0357
Campaña de Remarketing;45-54;Argentina;Tablet;Femenino;Video;Nuevos Clientes;1509.83;Registro;Formulario Contacto;771.68;548.62;2023-07-28;Instagram;105;35094;117;371261;12404;0.0156;0.0442
Leads Potenciales;45-54;Colombia;Ordenador;Masculino;Búsqueda;Nuevos Clientes;1492.04;Compra;Suscripción Newsletter;779.28;502.93;2023-07-11;Google;106;23064;50;181625;8957;0.0218;0.0561
Leads Potenciales;18-24;Colombia;Ordenador;Femenino;Display;Reactivación;1988.17;Registro;Suscripción Newsletter;795.24;529.76;2023-12-08;Instagram;73;36478;117;191277;9230;0.0145;0.0574
Leads Potenciales;25-34;México;Tablet;Femenino;Búsqueda;Black Friday;2019.41;Descarga;Suscripción Newsletter;791.65;378.59;2023-04-08;Instagram;117;41167;95;254215;9771;0.0092;0.0387
Clientes Frecuentes;45-54;México;Tablet;Femenino;Display;Nuevos Clientes;1675.2;Formulario;Formulario Contacto;780.66;542.25;2023-03-07;Google;126;25534;73;164929;11827;0.0212;0.0458
Segmento Interesados;45-54;Colombia;Ordenador;Femenino;Búsqueda;Promo Verano;2227.98;Compra;Formulario Contacto;1074.2;365.8;2023-11-13;Google;105;33503;119;231526;7225;0.0109;0.0506
Campaña de Remarketing;18-24;España;Móvil;Femenino;Video;Nuevos Clientes;2504.19;Compra;Descarga App;838.44;415.2;2023-08-24;YouTube;70;30852;42;415899;7677;0.0135;0.0541
Campaña de Remarketing;45-54;Argentina;Móvil;Masculino;Display;Nuevos Clientes;2023.01;Registro;Descarga App;961.86;673.16;2023-04-26;Instagram;147;25325;58;188278;10438;0.0266;0.0645
Campaña de Remarketing;35-44;Argentina;Ordenador;Masculino;Social;Nuevos Clientes;2336.05;Registro;Suscripción Newsletter;1030.91;358.21;2023-02-15;Facebook;149;39646;130;340615;11920;0.009;0.0301
Campaña de Remarketing;18-24;España;Ordenador;Femenino;Búsqueda;Reactivación;2080.04;Descarga;Suscripción Newsletter;912.31;444.58;2023-06-16;Google;167;36978;66;325587;10387;0.012;0.0428
Clientes Frecuentes;18-24;Colombia;Tablet;Otro;Social;Nuevos Clientes;1671.74;Registro;Compra Online;914.8;420.18;2023-06-22;Facebook;135;41426;68;241047;10518;0.0101;0.0399
Clientes Frecuentes;45-54;México;Ordenador;Otro;Social;Reactivación;2377.16;Formulario;Suscripción Newsletter;841.66;635.98;2023-01-01;Instagram;99;38533;128;296907;8595;0.0165;0.074
Segmento Interesados;45-54;Argentina;Móvil;Femenino;Video;Reactivación;2279.04;Formulario;Compra Online;948.69;464.85;2023-02-05;Instagram;119;30914;92;370171;13605;0.015;0.0342
Clientes Frecuentes;25-34;España;Ordenador;Femenino;Video;Black Friday;2319.34;Formulario;Compra Online;1299.88;477.89;2023-06-25;Instagram;162;30555;61;153796;7787;0.0156;0.0614
Clientes Frecuentes;35-44;Colombia;Tablet;Masculino;Display;Black Friday;2070.47;Registro;Formulario Contacto;771.96;614.29;2023-03-12;Instagram;90;28357;83;268568;9941;0.0217;0.0618
Segmento Interesados;45-54;Colombia;Ordenador;Masculino;Video;Nuevos Clientes;2736.45;Registro;Formulario Contacto;959.84;650.75;2023-08-08;YouTube;89;36823;46;377658;10167;0.0177;0.064
Leads Potenciales;35-44;Colombia;Móvil;Femenino;Video;Nuevos Clientes;1757.5;Compra;Suscripción Newsletter;1170.39;688.7;2023-05-12;Instagram;166;41222;87;364556;9763;0.0167;0.0705
Leads Potenciales;18-24;España;Móvil;Masculino;Video;Nuevos Clientes;1770.97;Registro;Compra Online;1359.93;426.7;2023-01-01;YouTube;97;33219;135;319311;15426;0.0128;0.0277
Leads Potenciales;18-24;España;Tablet;Otro;Video;Black Friday;2054.37;Compra;Suscripción Newsletter;866.35;380.99;2023-04-12;YouTube;100;26704;70;215006;12192;0.0143;0.0312
Leads Potenciales;45-54;Argentina;Tablet;Masculino;Video;Nuevos Clientes;2739.24;Registro;Compra Online;927.3;675.27;2023-06-19;Facebook;99;41782;131;245910;8812;0.0162;0.0766
Leads Potenciales;18-24;México;Ordenador;Femenino;Display;Nuevos Clientes;1609.11;Compra;Descarga App;777.99;408.73;2023-12-01;Instagram;155;23791;87;175537;12283;0.0172;0.0333
Segmento Interesados;25-34;Colombia;Tablet;Otro;Búsqueda;Reactivación;1927.93;Formulario;Descarga App;1328.09;350.08;2023-02-27;YouTube;135;24422;65;417493;8042;0.0143;0.0435
Leads Potenciales;45-54;Argentina;Tablet;Masculino;Social;Black Friday;1430.4;Compra;Formulario Contacto;787.31;403.95;2023-02-04;Google;102;32287;126;326046;10314;0.0125;0.0392
Clientes Frecuentes;45-54;España;Móvil;Masculino;Video;Black Friday;2505.06;Compra;Compra Online;838.09;535.55;2023-06-11;Instagram;114;38430;68;417987;15378;0.0139;0.0348
Leads Potenciales;45-54;España;Ordenador;Femenino;Social;Nuevos Clientes;1508.56;Registro;Compra Online;1121.66;553.38;2023-05-24;Google;111;36072;64;218534;10460;0.0153;0.0529
Campaña de Remarketing;25-34;Argentina;Tablet;Masculino;Búsqueda;Promo Verano;2389.54;Registro;Formulario Contacto;1238.27;462.76;2023-06-03;Instagram;101;29502;77;268519;16344;0.0157;0.0283
Clientes Frecuentes;35-44;Colombia;Móvil;Otro;Display;Promo Verano;2716.45;Registro;Suscripción Newsletter;783.05;669.18;2023-10-08;YouTube;71;23995;86;198432;9904;0.0279;0.0676
Clientes Frecuentes;45-54;México;Tablet;Masculino;Display;Nuevos Clientes;2191.18;Formulario;Descarga App;1101.52;460.66;2023-06-05;YouTube;120;32186;80;141646;13156;0.0143;0.035
Clientes Frecuentes;35-44;Argentina;Móvil;Otro;Video;Promo Verano;1532.75;Compra;Compra Online;1183.23;371.82;2023-01-01;Google;146;40300;124;375654;14097;0.0092;0.0264
Clientes Frecuentes;45-54;México;Tablet;Masculino;Display;Nuevos Clientes;1902.5;Registro;Suscripción Newsletter;918.92;579.76;2023-08-23;YouTube;92;39397;98;290283;15607;0.0147;0.0371
Leads Potenciales;45-54;España;Ordenador;Masculino;Display;Promo Verano;2689.35;Compra;Formulario Contacto;1229.86;535.86;2023-02-22;YouTube;113;36701;103;182797;12257;0.0146;0.0437
Segmento Interesados;35-44;México;Ordenador;Otro;Social;Reactivación;2297.28;Compra;Suscripción Newsletter;966.73;501.97;2023-05-26;Facebook;157;41280;98;229107;10700;0.0122;0.0469
Leads Potenciales;25-34;México;Ordenador;Femenino;Video;Reactivación;2636.24;Formulario;Compra Online;1129.09;398.69;2023-04-03;Facebook;92;32790;137;286291;13166;0.0122;0.0303
Leads Potenciales;45-54;México;Móvil;Masculino;Video;Nuevos Clientes;1814.08;Compra;Compra Online;1399.6;584.44;2023-08-06;Facebook;135;29747;100;201630;10777;0.0196;0.0542
Leads Potenciales;35-44;España;Tablet;Femenino;Display;Black Friday;1948.18;Registro;Suscripción Newsletter;1062.63;439.78;2023-09-01;Google;140;25901;100;238305;13970;0.017;0.0315
Segmento Interesados;35-44;España;Ordenador;Otro;Búsqueda;Promo Verano;1502.72;Registro;Compra Online;801.69;353.02;2023-06-22;Google;112;24424;133;258351;14027;0.0145;0.0252
Campaña de Remarketing;25-34;Colombia;Tablet;Femenino;Búsqueda;Promo Verano;1876.38;Formulario;Suscripción Newsletter;866.32;609.39;2023-09-22;Instagram;145;33392;57;193301;16650;0.0182;0.0366
Campaña de Remarketing;18-24;México;Móvil;Femenino;Social;Black Friday;2493.12;Registro;Suscripción Newsletter;1074.74;509.92;2023-09-03;Facebook;104;21865;87;197618;9386;0.0233;0.0543
Clientes Frecuentes;18-24;Argentina;Tablet;Masculino;Búsqueda;Reactivación;1990.65;Formulario;Suscripción Newsletter;1269.04;687.57;2023-02-02;YouTube;166;34244;74;152255;7070;0.0201;0.0973
Leads Potenciales;18-24;Argentina;Tablet;Femenino;Social;Black Friday;2384.49;Formulario;Suscripción Newsletter;754.79;664.82;2023-11-07;YouTube;155;34302;108;215466;13811;0.0194;0.0481
Campaña de Remarketing;25-34;México;Tablet;Femenino;Búsqueda;Reactivación;1670.26;Compra;Suscripción Newsletter;1271.91;570.62;2023-10-05;Instagram;84;35547;92;145377;16127;0.0161;0.0354
Clientes Frecuentes;35-44;Colombia;Ordenador;Femenino;Video;Nuevos Clientes;2365.05;Descarga;Suscripción Newsletter;740.87;438.3;2023-11-21;Google;136;21092;126;202006;9473;0.0208;0.0463
Leads Potenciales;35-44;México;Ordenador;Femenino;Video;Promo Verano;1512.28;Formulario;Compra Online;1256.04;618.1;2023-10-11;Google;103;24872;46;384702;10208;0.0249;0.0606
Campaña de Remarketing;18-24;España;Móvil;Masculino;Display;Black Friday;1978.61;Descarga;Suscripción Newsletter;933.85;599.04;2023-09-16;Facebook;75;27676;115;304722;8879;0.0216;0.0675
Leads Potenciales;35-44;España;Móvil;Masculino;Display;Reactivación;2400.38;Compra;Suscripción Newsletter;1398.38;581.84;2023-06-10;Instagram;89;31711;96;213126;9720;0.0183;0.0599
Leads Potenciales;25-34;España;Móvil;Masculino;Social;Nuevos Clientes;2280.58;Formulario;Compra Online;797.76;663.31;2023-09-07;Google;116;28516;116;202677;13623;0.0233;0.0487
Leads Potenciales;35-44;México;Tablet;Masculino;Social;Reactivación;2399.91;Descarga;Compra Online;966.45;370.89;2023-08-01;Facebook;88;30671;107;400739;9246;0.0121;0.0401
Segmento Interesados;35-44;México;Tablet;Femenino;Display;Black Friday;1896.02;Registro;Descarga App;946.9;525.83;2023-10-12;Google;136;35819;84;172767;11406;0.0147;0.0461
Clientes Frecuentes;18-24;Colombia;Tablet;Masculino;Display;Promo Verano;1557.77;Compra;Formulario Contacto;720.97;587.57;2023-10-09;Google;107;36664;103;213546;16444;0.016;0.0357
Campaña de Remarketing;18-24;España;Ordenador;Otro;Display;Reactivación;2305.44;Descarga;Compra Online;1220.01;533.93;2023-09-12;Google;93;28718;50;317494;10086;0.0186;0.0529
Clientes Frecuentes;25-34;España;Ordenador;Masculino;Display;Nuevos Clientes;2488.08;Compra;Compra Online;872.42;624.66;2023-03-15;Instagram;93;22896;72;411760;16359;0.0273;0.0382
Campaña de Remarketing;25-34;España;Ordenador;Masculino;Display;Black Friday;1863.66;Descarga;Descarga App;758.39;410.47;2023-07-22;Google;109;33385;80;355937;9667;0.0123;0.0425
Segmento Interesados;18-24;México;Ordenador;Femenino;Social;Promo Verano;2192.19;Compra;Descarga App;1227.64;377;2023-06-17;Facebook;144;23582;127;171590;11974;0.016;0.0315
Campaña de Remarketing;35-44;España;Móvil;Masculino;Video;Black Friday;2529.01;Registro;Formulario Contacto;886.91;466.97;2023-03-22;YouTube;73;27902;77;332278;12599;0.0167;0.0371
Leads Potenciales;18-24;México;Móvil;Masculino;Búsqueda;Reactivación;2161.11;Compra;Compra Online;714.02;468.43;2023-04-22;Google;124;23360;79;198641;15772;0.0201;0.0297
Campaña de Remarketing;18-24;Colombia;Móvil;Masculino;Display;Reactivación;2673.32;Descarga;Compra Online;1302.92;583.44;2023-12-28;YouTube;164;32537;105;208989;9662;0.0179;0.0604
Campaña de Remarketing;18-24;México;Móvil;Otro;Búsqueda;Black Friday;2640.11;Compra;Compra Online;1147.9;514.17;2023-05-15;Instagram;111;22727;103;419990;8849;0.0226;0.0581
Leads Potenciales;25-34;Argentina;Móvil;Otro;Social;Promo Verano;1446.88;Descarga;Compra Online;831.04;663.19;2023-10-09;Google;112;24640;87;211056;13640;0.0269;0.0486
Segmento Interesados;35-44;México;Ordenador;Masculino;Display;Promo Verano;2336.42;Compra;Compra Online;924.61;576.5;2023-04-25;Instagram;97;41569;64;279391;13408;0.0139;0.043
Campaña de Remarketing;35-44;Colombia;Ordenador;Femenino;Video;Black Friday;1968.76;Formulario;Suscripción Newsletter;1032.55;563.35;2023-02-17;Facebook;75;31949;78;394520;13377;0.0176;0.0421
Leads Potenciales;25-34;Colombia;Ordenador;Femenino;Social;Promo Verano;1818.62;Compra;Compra Online;811.26;373.63;2023-08-03;Google;149;30592;108;195782;11552;0.0122;0.0323
Segmento Interesados;25-34;Colombia;Móvil;Femenino;Social;Reactivación;1459.43;Formulario;Formulario Contacto;1165.56;635.49;2023-02-19;Google;80;35461;53;168673;9601;0.0179;0.0662
Campaña de Remarketing;35-44;México;Ordenador;Masculino;Video;Promo Verano;2713.98;Compra;Compra Online;1276.76;564.92;2023-12-11;YouTube;106;31880;90;345997;7723;0.0177;0.0731
Clientes Frecuentes;35-44;México;Móvil;Masculino;Video;Nuevos Clientes;2048.82;Registro;Descarga App;828.5;557.06;2023-04-13;Instagram;79;41733;84;281944;9244;0.0133;0.0603
Clientes Frecuentes;18-24;Argentina;Móvil;Otro;Social;Promo Verano;2065.64;Formulario;Suscripción Newsletter;1372.14;539.28;2023-07-14;YouTube;119;21480;94;408497;10959;0.0251;0.0492
Segmento Interesados;18-24;España;Tablet;Femenino;Video;Black Friday;1735.36;Descarga;Formulario Contacto;863.87;442.34;2023-12-03;Instagram;138;39211;59;285878;14048;0.0113;0.0315
Leads Potenciales;18-24;México;Móvil;Femenino;Social;Black Friday;2194.6;Registro;Formulario Contacto;1308.96;471.18;2023-11-21;Instagram;94;30695;76;398177;15938;0.0154;0.0296
Clientes Frecuentes;18-24;Colombia;Ordenador;Femenino;Social;Nuevos Clientes;2388.93;Formulario;Suscripción Newsletter;1333.05;585.61;2023-10-08;Facebook;151;23436;84;375741;16475;0.025;0.0355
Campaña de Remarketing;35-44;Argentina;Tablet;Otro;Búsqueda;Promo Verano;2188.13;Descarga;Formulario Contacto;1127.16;551.93;2023-06-28;Google;162;39975;58;271563;9514;0.0138;0.058
Campaña de Remarketing;35-44;España;Tablet;Otro;Búsqueda;Reactivación;2763.55;Compra;Compra Online;738.71;463.08;2023-09-16;YouTube;147;22452;104;275063;9216;0.0206;0.0502
Clientes Frecuentes;18-24;Argentina;Móvil;Masculino;Social;Nuevos Clientes;2213.22;Registro;Formulario Contacto;1246.4;357.68;2023-11-22;Google;135;33775;118;318167;13226;0.0106;0.027
Campaña de Remarketing;35-44;México;Tablet;Otro;Video;Reactivación;2589.81;Descarga;Descarga App;1260.39;397.55;2023-09-25;Google;119;39346;120;294766;13824;0.0101;0.0288
Leads Potenciales;45-54;Argentina;Ordenador;Otro;Búsqueda;Nuevos Clientes;2311.05;Formulario;Compra Online;976.61;368.32;2023-02-03;Facebook;96;22898;85;165831;15904;0.0161;0.0232
Leads Potenciales;45-54;México;Móvil;Masculino;Display;Nuevos Clientes;1451.39;Registro;Compra Online;1010.11;363.58;2023-05-21;YouTube;91;28856;101;153577;11954;0.0126;0.0304
Campaña de Remarketing;35-44;Argentina;Tablet;Otro;Búsqueda;Black Friday;1506.05;Formulario;Descarga App;1083.78;443.15;2023-09-07;Facebook;135;40488;87;339926;15168;0.0109;0.0292
Campaña de Remarketing;45-54;Argentina;Tablet;Masculino;Social;Promo Verano;1832.49;Formulario;Formulario Contacto;824.94;475.86;2023-11-03;Facebook;148;39959;96;173755;12783;0.0119;0.0372
Segmento Interesados;45-54;España;Móvil;Masculino;Video;Nuevos Clientes;1557.94;Compra;Compra Online;707.24;408.57;2023-11-03;Facebook;148;21456;82;217066;11224;0.019;0.0364
Leads Potenciales;35-44;España;Móvil;Femenino;Búsqueda;Promo Verano;1532.26;Registro;Suscripción Newsletter;1339.26;356.85;2023-07-06;Instagram;95;38890;125;226971;14598;0.0092;0.0244
Segmento Interesados;35-44;Colombia;Ordenador;Masculino;Búsqueda;Nuevos Clientes;1722.82;Compra;Suscripción Newsletter;717.25;639.92;2023-07-08;Facebook;91;31518;136;230604;15322;0.0203;0.0418
Segmento Interesados;35-44;Argentina;Móvil;Femenino;Búsqueda;Nuevos Clientes;1727.72;Formulario;Suscripción Newsletter;851.37;454.45;2023-10-01;YouTube;149;40476;129;348716;16797;0.0112;0.0271
Campaña de Remarketing;35-44;España;Móvil;Otro;Social;Reactivación;1898.82;Compra;Suscripción Newsletter;1125.11;421.23;2023-12-25;Instagram;133;41681;67;270939;11532;0.0101;0.0365
Clientes Frecuentes;25-34;México;Móvil;Masculino;Búsqueda;Nuevos Clientes;2766.3;Formulario;Suscripción Newsletter;928.95;656.91;2023-02-28;Google;101;37206;125;271053;10961;0.0177;0.0599
Segmento Interesados;35-44;España;Ordenador;Masculino;Búsqueda;Reactivación;2613.52;Registro;Descarga App;1227.32;428.18;2023-03-09;Facebook;160;27045;75;373011;8794;0.0158;0.0487
Clientes Frecuentes;25-34;Argentina;Tablet;Femenino;Búsqueda;Black Friday;2710.86;Descarga;Formulario Contacto;749.58;373.58;2023-08-20;Instagram;131;40363;134;172841;12952;0.0093;0.0288
Campaña de Remarketing;25-34;Argentina;Móvil;Otro;Display;Reactivación;1735.33;Descarga;Suscripción Newsletter;1225.09;461.73;2023-04-23;Google;106;29218;72;341752;9462;0.0158;0.0488
Leads Potenciales;25-34;Argentina;Móvil;Masculino;Social;Reactivación;2643.31;Compra;Suscripción Newsletter;942.84;412.56;2023-04-17;Google;100;22475;66;171790;14188;0.0184;0.0291
Leads Potenciales;18-24;Argentina;Móvil;Femenino;Búsqueda;Nuevos Clientes;1672.39;Descarga;Formulario Contacto;987.39;580.03;2023-04-20;Facebook;118;35287;96;284261;10415;0.0164;0.0557
Segmento Interesados;45-54;Colombia;Tablet;Femenino;Display;Reactivación;1533.71;Descarga;Descarga App;756.35;394.97;2023-01-02;Instagram;164;37893;88;193885;13511;0.0104;0.0292
Campaña de Remarketing;25-34;Argentina;Tablet;Otro;Búsqueda;Reactivación;2688.1;Registro;Suscripción Newsletter;1359.67;490.74;2023-11-11;Instagram;131;21457;127;349315;7055;0.0229;0.0696
Campaña de Remarketing;35-44;España;Móvil;Masculino;Display;Nuevos Clientes;1588.74;Compra;Compra Online;1275.47;496.45;2023-06-20;Facebook;127;36811;97;248223;10505;0.0135;0.0473
Leads Potenciales;35-44;México;Ordenador;Otro;Video;Reactivación;2544.13;Compra;Formulario Contacto;843.23;470.39;2023-07-26;Facebook;95;33773;80;224987;8519;0.0139;0.0552
Clientes Frecuentes;18-24;Colombia;Ordenador;Otro;Social;Black Friday;2037.68;Descarga;Suscripción Newsletter;987.58;608.92;2023-11-11;YouTube;101;33107;96;310823;16008;0.0184;0.038
Leads Potenciales;35-44;Argentina;Ordenador;Masculino;Búsqueda;Black Friday;2285.33;Descarga;Suscripción Newsletter;1143.97;484.36;2023-02-19;Facebook;134;41904;75;369928;11079;0.0116;0.0437
Leads Potenciales;45-54;Colombia;Ordenador;Otro;Búsqueda;Black Friday;2730.8;Formulario;Descarga App;939.5;517.91;2023-10-13;YouTube;147;27398;67;280521;14046;0.0189;0.0369
Clientes Frecuentes;25-34;Colombia;Ordenador;Masculino;Display;Reactivación;2325.87;Formulario;Descarga App;1123.87;587.21;2023-06-25;Facebook;144;22335;69;325458;15322;0.0263;0.0383
Campaña de Remarketing;35-44;España;Tablet;Femenino;Búsqueda;Promo Verano;1469.06;Compra;Suscripción Newsletter;808.03;682.73;2023-12-24;Facebook;143;25815;48;291565;14983;0.0264;0.0456
Clientes Frecuentes;45-54;Argentina;Móvil;Femenino;Social;Promo Verano;1460.66;Formulario;Formulario Contacto;910.09;367.47;2023-06-20;Google;125;31231;73;180344;11573;0.0118;0.0318
Segmento Interesados;35-44;Colombia;Ordenador;Masculino;Social;Nuevos Clientes;1458.89;Formulario;Formulario Contacto;1148.06;624.69;2023-05-02;YouTube;147;36646;52;357798;14121;0.017;0.0442
